Country,Data_year,Region,KOF_Globalis,Work_rightCIRI,Trade_open,FDI,VDEM_Libdem,GDPpc_2016,Armedcon,Asia,Subsah_Africa,Americas,Europe,M_East_N_Africa,Russia_Eurasia,Pol_terror,SLAVERY,SDGI_2016,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Risk_masskill_2018,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,AIDS_death_2016,AIDS_death_2018,AIDS_Orph_2016,AIDS_Orph_2018,Physrights_indx_2011,Extrajud_kill_2011,Pol_impris_2011,Torture_2011,Polrights_indx_2011,Free_assem_2011,Freemv_foreign_2011,Freemv_dom_2011,Free_speech_2011,Free_polit_2011,Relig_freeCIRI_2011,Work_rightCIRI_2011,Econ_right_F_2011,Pol_right_F_2011,Indep_judic_2011,Rape_prev_2018,Rape_report_2015,Rape_enclave_2015,Rape_compl_2018,Phys_secF_2014,Phys_secF_2019,Gender_equal_2015,Hum_traff_2019
Afghanistan,2018,ASIA,38.57,1,55.92,0.48,0.24,570,1,1,0,0,0,0,0,5.0,2.22,36.5,,2.02060008,40.9,26.79999924,9.5,50,396,35.5,3.575000048,189.0,91.09999847,66,46.99005082,,9.27439,57.50915751,22.61208577,,27.70000076,31.04,31.89999962,55.29999924,,43.0,14.86678,-3.583961063,0.802081543,10.30000019,9.58131218,,6.39,,27.81999969,31.2483802,0.0,0.12,0.425262094,,,,,,6.25,0.862703096,0.835789313,11.0,,6.5,76,,33.71611619,37.4,0.134,1,1,0.014738921,1,0.77,7.928766322,1,4,2,0,0,0,0.566546682,0,1,-2.359147778,0,12500.0,0.3,51.5,0.4,500.0,500.0,4700.0,5400.0,4,0,2,0,4,1,0,0,1,1,0,1,0,2,0,4.0,4.0,2.0,17.0,4.0,4.0,2.0,3.0
Argentina,2018,AMERICAS,63.02,1,26.12,0.59,0.61,11970,0,0,0,1,0,0,0,2.0,0.13,66.82,0.0,4.554999828,8.2,5.0,1.2,67,52,6.3,6.573999882,24.0,12.5,94,99.23841,95.38,17.94733,24.84076433,100.1055966,65.84022072,36.59999847,4.302,96.40000153,99.09999847,1.309626437,99.80000305,95.0,-1.071438309,59.44995441,4.400000095,6.666788101,2.98526772,64.7,32.1,44.49000168,98.0915359,11.746875,0.05,4.562048435,85.89,62.36,17.64705882,42.0,49.36,14.70588235,12.58582158,0.861084394,32.0,2.336128838,5.5,147,2.876021471,42.9296057,99.5,0.005612,0,1,0.016885522,0,0.26,0.0,1,4,4,0,1,1,0.954938645,0,0,-3.221412266,1,74900.0,5.4,96.3,,1700.0,1700.0,30000.0,31000.0,5,1,2,0,12,2,2,2,1,2,2,1,2,3,1,1.0,4.0,0.0,9.0,3.0,2.0,4.0,1.0
Armenia,2018,RUSSIA AND EURASIA,67.09,1,75.92,3.21,0.23,3770,0,0,0,0,0,0,1,3.0,0.34,65.41,2.440000057,3.026299953,20.8,5.800000191,4.2,62,25,7.4,4.349999905,45.0,14.10000038,93,99.80728398,84.11982,12.31785,59.04761905,99.63235294,76.78571316,10.69999981,37.86,89.5,100.0,0.675324675,100.0,81.48745,-0.195630491,58.26582913,3.900000095,16.29862022,4.313498436,46.3,31.0,31.29999924,99.6666829,22.58527273,0.05,1.671656966,,,,,,10.52631579,0.593045017,0.841605994,35.0,3.401135002,1.8,164,3.958414994,83.95189751,99.6,0.005065,0,0,0.053966503,1,0.13,0.0,1,4,3,0,1,1,0.87283978,0,0,-1.867682537,0,4600.0,0.6,99.1,14.3,200.0,200.0,,,4,1,1,0,6,1,1,1,1,1,0,1,1,2,0,0.0,3.0,0.0,9.0,4.0,3.0,0.0,3.0
Bangladesh,2016,ASIA,45.54,0,37.95,1.05,0.16,1330,1,1,0,0,0,0,0,4.0,0.95,44.42,43.65000153,4.405799866,36.1,16.39999962,14.3,61,176,23.3,4.693999767,227.0,37.59999847,89,79.93943,91.54676,9.97506,25.67324955,81.65137615,43.63636364,20.0,2.923,60.59999847,86.90000153,1.124528302,59.59999847,9.2603,-0.548201313,9.236862234,12.80000019,4.443553925,2.847684598,9.6,1.9,32.11999893,32.330873,0.0,0.26,0.372017175,90.97,50.04,33.33333333,2.0,2.36,10.52631579,3.5269607,0.768760392,25.0,2.852616337,2.7,42,3.458802616,80.26233449,30.5,0.04727,0,1,0.052240526,1,0.05,3.871201011,1,4,2,0,1,0,0.541175821,0,1,-2.852129745,0,140000.0,0.2,66.7,2.1,500.0,1000.0,3800.0,4500.0,2,0,1,0,7,1,2,1,1,1,1,0,1,2,0,1.0,4.0,1.0,12.0,4.0,4.0,4.0,3.0
Bolivia,2016,AMERICAS,57.74,1,56.4,1.54,0.4,3070,0,0,0,1,0,0,0,2.0,0.44,57.47,7.699999809,1.937999964,18.1,15.89999962,1.6,59,206,19.6,5.889999866,120.0,38.40000153,94,98.99588481,81.60256,13.15285,49.60835509,84.78139777,75.54479743,53.09999847,0.3638,50.29999924,90.0,2.135802469,90.5,70.97138,-1.097021609,34.711929,26.39999962,3.637384653,3.308116452,39.02,13.9,56.29000092,96.1371649,11.29666667,0.11,1.599498987,,,,,,26.78571429,5.260436717,0.868153632,34.0,3.185075937,12.1,140,3.439012321,43.89882727,75.8,0.004741,0,0,0.027533603,0,0.74,0.0,1,4,4,0,1,1,0.786002046,0,1,-2.344236351,1,13500.0,4.3,88.9,4.8,1000.0,1000.0,20000.0,19000.0,5,1,1,1,11,1,2,2,1,2,2,1,1,3,0,3.0,3.0,0.0,10.0,3.0,3.0,0.0,3.0
Botswana,2016,SUBSAHARAN AFRICA,56.22,0,97.13,0.83,0.58,6750,0,0,1,0,0,0,0,2.0,0.52,58.42,18.23999977,0.398299992,31.4,24.10000038,7.2,54,129,21.9,4.331999779,385.0,43.59999847,95,96.0374,90.33255,12.49301,25.04684572,95.80573951,79.78883724,9.5,1.585,63.40000153,96.19999695,6.111111111,53.24000168,62.59297,0.103665291,30.28354068,9.0,18.60749626,3.800518193,18.5,74.1,,96.4783516,0.95,0.05,2.323344946,,,,,,36.36363636,2.457037562,0.978611544,63.0,4.087369334,18.4,205,4.892110668,40.31296397,72.2,0.002861,0,0,0.012848547,0,0.41,0.0,0,4,3,0,1,1,0.926796377,0,0,-1.767393042,1,6700.0,42.2,75.7,9.4,5200.0,4800.0,75000.0,65000.0,7,1,2,2,10,2,1,2,1,2,2,0,2,2,2,4.0,3.0,0.0,12.0,4.0,3.0,3.0,2.0
Botswana,2018,SUBSAHARAN AFRICA,56.52,0,97.13,0.83,0.58,6750,0,0,1,0,0,0,0,2.0,0.36,58.42,18.23999977,0.398299992,31.4,24.10000038,7.2,54,129,21.9,4.331999779,385.0,43.59999847,95,96.0374,90.33255,12.49301,25.04684572,95.80573951,79.78883724,9.5,1.585,63.40000153,96.19999695,6.111111111,53.24000168,62.59297,0.103665291,30.28354068,9.0,18.60749626,3.800518193,18.5,74.1,,96.4783516,0.95,0.05,2.323344946,,,,,,36.36363636,2.457037562,0.978611544,63.0,4.087369334,18.4,205,4.892110668,40.31296397,72.2,0.002861,0,0,0.012848547,0,0.41,0.0,0,4,3,0,1,1,0.926796377,0,0,-1.767393042,1,6700.0,42.2,75.7,9.4,5200.0,4800.0,75000.0,65000.0,7,1,2,2,10,2,1,2,1,2,2,0,2,2,2,4.0,3.0,0.0,12.0,4.0,3.0,3.0,2.0
Brazil,2016,AMERICAS,59.64,1,24.57,4.34,0.57,8840,0,0,0,1,0,0,0,3.5,0.08,64.44,4.869999886,4.640500069,7.1,5.0,1.6,65,44,8.9,6.982999802,44.0,16.39999962,93,98.61661576,87.21,15.19340264,13.19181198,104.8639186,73.926385,9.899999619,0.8648,82.80000305,98.09999847,0.793266702,99.5,94.44256,-3.010705188,129.2533223,7.5,7.167889595,2.872005916,57.6,51.5,54.68999863,97.6826912,10.86877778,0.06,2.191393614,87.04,60.11,36.84210526,64.0,17.86980371,23.86831276,7.383987156,0.898994426,38.0,2.496853694,25.2,274,3.914332391,39.51743842,92.8,0.008038,0,0,0.001785934,0,0.54,0.0,1,4,4,0,1,1,0.873850601,0,0,-3.260456056,1,1401600.0,5.3,90.09,8.4,16000.0,15000.0,,,2,0,1,0,12,2,2,2,1,2,2,1,1,2,1,2.0,3.0,1.0,11.0,3.0,3.0,3.0,2.0
Cambodia,2016,ASIA,57.89,0,126.95,11.43,0.11,1140,0,1,0,0,0,0,0,2.5,1.65,44.37,6.150000095,3.028800011,32.4,14.19999981,9.6,62,161,14.8,3.819000006,390.0,28.70000076,94,87.13245796,98.38292,10.90489,42.36926361,58.84543762,87.71139316,20.29999924,0.4587,42.40000153,75.5,2.888888889,31.10000038,10.61382,-0.250030714,10.70651108,18.29999924,0.502257824,3.36078998,9.0,9.6,36.02999878,75.2648798,0.0,0.38,0.308073163,80.14,63.73,0.0,7.0,,6.666666667,18.00471269,0.825454102,21.0,2.926579304,6.5,106,3.574995713,45.39793838,62.1,0.009232,0,1,0.048485421,1,0.21,0.0,1,3,3,0,1,1,0.254533242,0,1,-1.497910185,0,34000.0,2.3,88.8,0.6,1500.0,1300.0,40000.0,36000.0,4,1,1,0,9,1,2,1,1,2,2,0,1,2,0,1.0,3.0,0.0,11.0,4.0,3.0,0.0,3.0
Cambodia,2018,ASIA,56.67,0,126.95,11.43,0.11,1140,0,1,0,0,0,0,0,2.5,1.68,44.37,6.150000095,3.028800011,32.4,14.19999981,9.6,62,161,14.8,3.819000006,390.0,28.70000076,94,87.13245796,98.38292,10.90489,42.36926361,58.84543762,87.71139316,20.29999924,0.4587,42.40000153,75.5,2.888888889,31.10000038,10.61382,-0.250030714,10.70651108,18.29999924,0.502257824,3.36078998,9.0,9.6,36.02999878,75.2648798,0.0,0.38,0.308073163,80.14,63.73,0.0,7.0,,6.666666667,18.00471269,0.825454102,21.0,2.926579304,6.5,106,3.574995713,45.39793838,62.1,0.009232,0,1,0.048485421,1,0.21,0.0,1,3,3,0,1,1,0.254533242,0,1,-1.497910185,0,34000.0,2.3,88.8,0.6,1500.0,1300.0,40000.0,36000.0,4,1,1,0,9,1,2,1,1,2,2,0,1,2,0,1.0,3.0,0.0,11.0,4.0,3.0,0.0,3.0
Cameroon,2018,SUBSAHARAN AFRICA,48.08,0,42.0,2.06,0.17,1400,1,0,1,0,0,0,0,3.5,0.69,46.33,29.27000046,1.622799993,32.6,9.899999619,5.8,49,596,25.7,4.251999855,220.0,87.90000153,80,80.57444119,94.86986,10.39801,66.29834254,78.89221557,86.63967378,31.10000038,0.3414,45.79999924,75.59999847,0.867647059,53.70000076,24.57469,-3.036843529,3.521575584,47.0,4.576217651,3.075233805,11.0,0.0,38.90999985,27.6968957,0.0,0.06,0.268091798,79.2,62.05,,53.0,,25.0,2.087985426,0.834693637,27.0,3.447462648,7.6,119,3.930214739,49.83975354,61.4,0.04124,0,0,0.019390301,0,0.86,4.158883083,0,4,4,0,0,0,0.608581717,0,1,-2.80369012,0,70500.0,24.3,96.0,8.2,24000.0,18000.0,400000.0,410000.0,3,1,0,0,5,0,0,1,1,1,2,0,0,2,0,1.0,3.0,2.0,13.0,4.0,4.0,1.0,3.0
Chile,2016,AMERICAS,77.13,1,55.51,4.95,0.76,13540,0,0,0,1,0,0,0,2.0,0.15,67.18,0.0,6.128399849,1.8,5.0,0.3,70,22,4.9,6.670000076,16.0,8.100000381,92,98.87237876,92.00254,15.24619,21.66771952,97.81160444,67.59776893,15.80000019,3.831,99.09999847,99.0,1.121751026,99.59999847,93.63791,0.054835292,56.57921082,6.599999905,6.355420589,4.572903181,72.35,35.6,52.06000137,99.6660509,68.84842939,0.04,4.616445541,86.27,70.03,5.769230769,75.0,63.52,7.627118644,7.402095573,0.766355227,70.0,4.148466375,3.1,266,5.076214224,50.24167739,99.4,0.00278,0,1,0.00589565,0,0.19,0.0,1,4,4,0,1,1,0.97116235,0,1,-2.363491025,1,,0.0,97.0,1.3,,1000.0,6000.0,6700.0,5,1,2,0,12,1,2,2,2,2,2,1,1,2,2,2.0,4.0,1.0,10.0,3.0,2.0,3.0,1.0
Chile,2018,AMERICAS,74.14,1,55.51,4.95,0.76,13540,0,0,0,1,0,0,0,2.0,0.08,67.18,0.0,6.128399849,1.8,5.0,0.3,70,22,4.9,6.670000076,16.0,8.100000381,92,98.87237876,92.00254,15.24619,21.66771952,97.81160444,67.59776893,15.80000019,3.831,99.09999847,99.0,1.121751026,99.59999847,93.63791,0.054835292,56.57921082,6.599999905,6.355420589,4.572903181,72.35,35.6,52.06000137,99.6660509,68.84842939,0.04,4.616445541,86.27,70.03,5.769230769,75.0,63.52,7.627118644,7.402095573,0.766355227,70.0,4.148466375,3.1,266,5.076214224,50.24167739,99.4,0.00278,0,1,0.00589565,0,0.19,0.0,1,4,4,0,1,1,0.97116235,0,1,-2.363491025,1,,0.0,97.0,1.3,,1000.0,6000.0,6700.0,5,1,2,0,12,1,2,2,2,2,2,1,1,2,2,2.0,4.0,1.0,10.0,3.0,2.0,3.0,1.0
Colombia,2018,AMERICAS,61.68,1,36.47,4.94,0.52,6310,1,0,0,1,0,0,0,3.0,0.27,57.21,6.119999886,3.290499926,12.7,8.800000191,0.9,67,64,8.5,6.477000237,33.0,15.89999962,90,98.2393694,87.72414,13.54554,16.96869852,101.0762542,71.0784327,19.89999962,0.4987,81.09999847,91.40000153,1.055641422,97.0,85.72544,-0.123326822,40.56807911,9.699999809,9.952443123,3.16652782,52.57,25.0,55.90999985,94.0691931,4.6,0.06,1.560629129,71.21,46.12,11.11111111,28.0,60.32339702,8.219178082,3.451527247,0.739911716,37.0,3.039393647,30.8,245,4.052664113,46.76623738,96.5,0.006496,0,1,0.008120518,0,0.6,0.0,1,4,4,0,1,1,0.72524766,0,1,-2.865749495,1,244400.0,1.2,98.3,1.5,,,62000.0,55000.0,1,0,0,1,10,1,1,2,1,2,2,1,1,2,1,2.0,4.0,2.0,13.0,4.0,4.0,2.0,1.0
Czech Republic,2018,EUROPE,83.41,1,151.6,5.56,0.78,17540,0,0,0,0,1,0,0,1.0,0.13,76.73,0.0,6.219900131,2.6,1.169999957,4.6,69,4,1.8,6.505000114,4.6,3.400000095,99,,98.61911815,16.39,18.24134705,96.99274552,74.63343666,20.0,14.0,99.09999847,100.0,1.172853828,100.0,95.0,-0.936870259,49.79900876,0.0,5.173547745,4.856403036,79.71,52.3,25.60000038,100.0,75.68236485,0.02,10.43108845,,,,,,45.0,5.951279189,0.969802354,56.0,3.681881098,1.0,154,4.41240706,70.12103799,100.0,0.002083,0,0,0.028284423,0,0.32,0.0,1,4,3,0,1,1,0.964245077,0,0,-1.289539553,1,13000.0,0.0,,0.7,,,,,8,2,2,2,11,1,2,2,1,2,2,1,2,2,2,1.0,3.0,0.0,8.0,3.0,2.0,3.0,1.0
Democratic Republic of the Congo,2018,SUBSAHARAN AFRICA,41.14,1,59.59,2.35,0.12,430,1,0,1,0,0,0,0,5.0,1.37,31.29,77.18000031,0.762799978,42.6,,8.1,44,693,30.1,4.517000198,325.0,98.30000305,77,65.77652815,,9.75,82.89652495,57.75193798,,8.899999619,0.0533,28.70000076,52.40000153,0.302325581,16.39999962,7.04098,-3.220473195,1.143968098,38.40000153,3.826145887,,3.0,,44.43000031,16.9924778,0.0,0.07,0.050302688,67.27,52.66,,30.0,,11.76470588,4.004038535,0.892812381,22.0,,28.3,33,,42.85749965,27.8,0.1377,1,1,0.023579567,1,0.87,3.80666249,1,4,3,1,0,0,0.312635087,0,1,-2.04402088,0,350300.0,5.7,69.0,,20000.0,13000.0,450000.0,410000.0,0,0,0,0,3,0,0,0,0,1,2,0,0,2,0,,,,,,,,
Egypt,2018,MIDDLE EAST AND NORTH AFRICA,60.87,0,30.02,2.44,0.17,3410,1,0,0,0,0,1,0,4.0,0.55,60.88,,7.162299633,22.3,5.0,9.5,62,33,12.8,4.193999767,15.0,24.0,93,89.28192062,95.10083,13.52824,19.70873786,70.83333333,31.19890891,2.0,126.6,94.69999695,99.40000153,1.098331347,100.0,95.0,-3.371234862,12.66749196,9.300000191,12.12278843,3.140830945,31.7,31.1,30.77000046,100.0,49.49813896,0.09,2.635115147,90.26,64.19,33.33333333,49.0,41.39212608,31.57894737,0.978653485,0.917231986,36.0,3.261799561,3.4,80,3.941932576,84.18171882,99.0,0.08709,0,1,0.027421738,1,0.18,3.891820298,1,3,2,1,0,0,0.188825027,1,1,-2.597126263,0,23000.0,2.8,13.9,,500.0,500.0,3200.0,4000.0,0,0,0,0,3,0,2,0,1,0,0,0,0,1,1,0.0,4.0,2.0,12.0,4.0,4.0,4.0,2.0
Ethiopia,2016,SUBSAHARAN AFRICA,43.67,0,35.51,5.46,0.12,660,1,0,1,0,0,0,0,4.5,0.41,43.06,33.54000092,2.325399876,40.4,32.0,8.7,56,353,27.7,4.512000084,207.0,59.20000076,70,54.98297726,85.4,8.5,41.7519909,40.44764992,86.83036203,38.79999924,4.556,28.0,57.29999924,0.977011494,26.56255913,5.0,1.442483978,0.463300214,27.39999962,5.450455666,3.163067127,2.9,4.8,33.59999847,56.1719314,0.0,0.27,0.083943114,,,,,,9.375,2.455088734,0.838737275,33.0,3.375877069,12.0,136,3.731384542,67.13529931,6.6,0.02332,1,1,0.075928468,0,0.72,0.0,1,3,3,0,1,0,0.474053211,0,1,-2.97600724,0,85000.0,24.3,98.4,,12000.0,11000.0,340000.0,290000.0,2,1,0,0,3,0,2,1,0,0,0,0,0,2,1,1.0,4.0,1.0,13.0,3.0,3.0,5.0,2.0
Ethiopia,2018,SUBSAHARAN AFRICA,42.51,0,35.51,5.46,0.12,660,1,0,1,0,0,0,0,4.5,0.61,43.06,33.54000092,2.325399876,40.4,32.0,8.7,56,353,27.7,4.512000084,207.0,59.20000076,70,54.98297726,85.4,8.5,41.7519909,40.44764992,86.83036203,38.79999924,4.556,28.0,57.29999924,0.977011494,26.56255913,5.0,1.442483978,0.463300214,27.39999962,5.450455666,3.163067127,2.9,4.8,33.59999847,56.1719314,0.0,0.27,0.083943114,,,,,,9.375,2.455088734,0.838737275,33.0,3.375877069,12.0,136,3.731384542,67.13529931,6.6,0.02332,1,1,0.075928468,0,0.72,0.0,1,3,3,0,1,0,0.474053211,0,1,-2.97600724,0,85000.0,24.3,98.4,,12000.0,11000.0,340000.0,290000.0,2,1,0,0,3,0,2,1,0,0,0,0,0,2,1,1.0,4.0,1.0,13.0,3.0,3.0,5.0,2.0
Georgia,2018,RUSSIA AND EURASIA,72.5,0,102.93,11.04,0.55,3830,0,0,0,0,0,0,1,2.0,0.23,63.28,11.48999977,2.007999897,11.3,7.400000095,1.6,65,36,7.2,4.296999931,106.0,11.89999962,91,99.80049,96.47341,13.79685,46.4037123,97.91467027,73.47994437,11.30000019,2.879,86.30000305,100.0,0.653465347,100.0,54.30392,1.952527031,58.26634535,18.39999962,12.25437546,4.232859802,48.9,16.4,42.09999847,96.1928409,0.0,0.06,2.046895742,92.91,63.21,,95.0,,0.0,0.283577837,0.861185618,52.0,4.052733487,4.3,225,4.339111221,72.97426465,99.6,0.003595,0,1,0.033859402,0,0.49,0.0,1,4,3,0,1,1,0.911023438,0,0,-1.609184953,1,6500.0,0.9,93.4,6.7,200.0,500.0,,,4,1,1,0,5,0,1,2,1,1,0,0,1,2,1,1.0,4.0,2.0,12.0,3.0,3.0,0.0,1.0
Ghana,2016,SUBSAHARAN AFRICA,61.03,1,89.34,8.14,0.55,1380,0,0,1,0,0,0,0,2.5,0.38,51.41,25.14999962,1.703400016,18.8,5.0,4.7,54,319,28.3,4.632999897,165.0,61.59999847,92,85.71614763,88.87639,11.50262,63.87035272,70.96290925,94.03893664,10.89999962,1.747,14.89999962,88.69999695,1.054263566,64.06256104,16.29211,-0.512605336,8.19539136,21.79999924,6.264291763,3.02630451,18.9,39.9,42.75999832,32.2204698,10.2483871,0.1,0.404379785,78.19,60.14,,80.0,45.76,67.5,8.863045372,0.845421123,47.0,3.773055774,6.1,54,4.178108799,78.2421008,62.5,0.006817,0,0,0.062022094,0,0.67,0.0,1,4,4,0,1,1,0.890102608,0,0,-1.841600562,1,51900.0,6.9,89.9,,14000.0,14000.0,220000.0,230000.0,4,1,1,0,11,2,2,2,1,1,2,1,1,2,1,1.0,3.0,0.0,9.0,4.0,3.0,2.0,2.0
Ghana,2018,SUBSAHARAN AFRICA,55.83,1,89.34,8.14,0.55,1380,0,0,1,0,0,0,0,2.5,0.48,51.41,25.14999962,1.703400016,18.8,5.0,4.7,54,319,28.3,4.632999897,165.0,61.59999847,92,85.71614763,88.87639,11.50262,63.87035272,70.96290925,94.03893664,10.89999962,1.747,14.89999962,88.69999695,1.054263566,64.06256104,16.29211,-0.512605336,8.19539136,21.79999924,6.264291763,3.02630451,18.9,39.9,42.75999832,32.2204698,10.2483871,0.1,0.404379785,78.19,60.14,,80.0,45.76,67.5,8.863045372,0.845421123,47.0,3.773055774,6.1,54,4.178108799,78.2421008,62.5,0.006817,0,0,0.062022094,0,0.67,0.0,1,4,4,0,1,1,0.890102608,0,0,-1.841600562,1,51900.0,6.9,89.9,,14000.0,14000.0,220000.0,230000.0,4,1,1,0,11,2,2,2,1,1,2,1,1,2,1,1.0,3.0,0.0,9.0,4.0,3.0,2.0,2.0
Guatemala,2016,AMERICAS,63.09,0,47.0,1.71,0.48,3790,0,0,0,1,0,0,0,2.5,0.84,50.01,11.52999973,2.117799997,48.0,15.60000038,1.1,62,88,13.4,6.123000145,57.0,29.10000038,67,93.6534708,85.50401,10.69,35.7696567,95.90235336,48.96719045,13.89999962,2.599,63.90000153,92.80000305,1.232323232,78.5,43.30219,-2.951825543,35.84024278,25.79999924,2.73955965,4.028380503,23.4,4.9,55.88999939,97.4101115,5.373,0.09,0.748055041,88.06,57.71,0.0,86.0,36.57,15.38461538,12.94212051,0.722600452,28.0,3.288690192,39.9,105,4.213645375,50.78171035,96.7,0.00581,0,1,0.016056946,1,0.51,0.0,1,4,4,0,1,1,0.784977124,1,1,-2.576493919,1,21300.0,1.0,97.4,0.3,2400.0,2200.0,44000.0,45000.0,5,1,2,0,11,2,2,2,1,2,2,0,1,2,0,1.0,4.0,1.0,11.0,4.0,4.0,2.0,2.0
Guatemala,2018,AMERICAS,63.17,0,47.0,1.71,0.48,3790,0,0,0,1,0,0,0,2.5,0.29,50.01,11.52999973,2.117799997,48.0,15.60000038,1.1,62,88,13.4,6.123000145,57.0,29.10000038,67,93.6534708,85.50401,10.69,35.7696567,95.90235336,48.96719045,13.89999962,2.599,63.90000153,92.80000305,1.232323232,78.5,43.30219,-2.951825543,35.84024278,25.79999924,2.73955965,4.028380503,23.4,4.9,55.88999939,97.4101115,5.373,0.09,0.748055041,88.06,57.71,0.0,86.0,36.57,15.38461538,12.94212051,0.722600452,28.0,3.288690192,39.9,105,4.213645375,50.78171035,96.7,0.00581,0,1,0.016056946,1,0.51,0.0,1,4,4,0,1,1,0.784977124,1,1,-2.576493919,1,21300.0,1.0,97.4,0.3,2400.0,2200.0,44000.0,45000.0,5,1,2,0,11,2,2,2,1,2,2,0,1,2,0,1.0,4.0,1.0,11.0,4.0,4.0,2.0,2.0
Haiti,2018,AMERICAS,47.33,0,73.34,1.32,0.31,780,0,0,0,1,0,0,0,2.5,0.55,34.4,53.90999985,1.144000053,21.9,53.40000153,5.2,52,359,25.4,4.518000126,200.0,69.0,48,72.34671832,77.2,8.67,52.51736111,75.53890259,85.61353943,4.199999809,10.33,27.60000038,57.70000076,2.0,37.90000153,9.14997,-4.645788024,,24.39999962,6.943852425,2.150333055,11.4,0.0,59.20999908,13.3082495,0.0,0.09,0.217962041,74.13,46.5,0.0,1.0,0.02,0.0,3.853095993,0.724139593,17.0,2.648886654,10.2,96,2.5688557,49.34561788,79.7,0.02849,0,1,0.00336316,1,0.1,0.0,1,4,3,0,0,1,0.784466123,0,1,-2.039857967,0,70300.0,8.7,89.1,,3600.0,2700.0,82000.0,73000.0,4,1,2,0,8,1,2,2,1,1,1,0,0,2,0,1.0,4.0,2.0,13.0,4.0,4.0,2.0,2.0
Honduras,2018,AMERICAS,61.71,0,100.49,5.3,0.33,2150,0,0,0,1,0,0,0,3.0,0.33,51.78,18.93000031,1.657800078,22.7,12.19999981,1.4,64,129,11.0,4.788000107,43.0,20.39999962,85,94.98095416,89.33168,11.10111,23.47908745,101.8612424,51.59500908,25.79999924,1.744,82.59999847,91.19999695,1.049382716,82.19999695,49.00905,-3.520095834,24.64045897,15.30000019,3.886053324,3.719312788,19.08,11.7,56.95000076,97.4323136,15.535,0.1,1.103745103,82.13,58.64,0.0,35.0,78.98,14.28571429,7.396416813,0.745330388,31.0,3.432064003,90.4,153,4.145053024,48.21651476,93.6,0.006729,0,0,0.032253358,1,0.19,0.0,1,4,4,0,1,0,0.815452084,0,1,-1.710592195,0,22800.0,2.0,72.9,8.9,1000.0,1000.0,33000.0,29000.0,3,1,1,0,9,1,2,1,1,2,2,0,1,2,0,1.0,4.0,2.0,11.0,4.0,4.0,2.0,2.0
Hungary,2016,EUROPE,83.13,1,168.99,55.49,0.57,12570,0,0,0,0,1,0,0,2.0,0.23,73.37,0.0,5.896999836,,1.169999957,,65,17,3.5,4.800000191,12.0,5.900000095,99,99.38648,90.81154,15.38815,17.34234234,92.47904209,75.12116131,10.10000038,4.857,98.0,100.0,1.303630363,100.0,95.0,-0.437266488,58.03842307,0.0,6.956402302,4.726036952,76.13,26.3,31.18000031,97.6744423,58.61916667,0.02,4.862989902,,,,,,22.22222222,6.590979021,0.928094205,51.0,2.902592433,1.3,186,3.449497759,53.19773334,100.0,0.002311,0,1,0.02588197,0,0.15,0.0,1,4,4,0,1,1,0.871682085,0,0,-1.152659028,1,,,,,100.0,100.0,,,6,2,2,0,11,1,2,2,1,2,2,1,1,2,2,1.0,2.0,0.0,7.0,3.0,2.0,0.0,3.0
Hungary,2018,EUROPE,84.2,1,168.99,55.49,0.57,12570,0,0,0,0,1,0,0,2.0,0.26,73.37,0.0,5.896999836,,1.169999957,,65,17,3.5,4.800000191,12.0,5.900000095,99,99.38648,90.81154,15.38815,17.34234234,92.47904209,75.12116131,10.10000038,4.857,98.0,100.0,1.303630363,100.0,95.0,-0.437266488,58.03842307,0.0,6.956402302,4.726036952,76.13,26.3,31.18000031,97.6744423,58.61916667,0.02,4.862989902,,,,,,22.22222222,6.590979021,0.928094205,51.0,2.902592433,1.3,186,3.449497759,53.19773334,100.0,0.002311,0,1,0.02588197,0,0.15,0.0,1,4,4,0,1,1,0.871682085,0,0,-1.152659028,1,,,,,100.0,100.0,,,6,2,2,0,11,1,2,2,1,2,2,1,1,2,2,1.0,2.0,0.0,7.0,3.0,2.0,0.0,3.0
