Country,Data_year,SLAVERY,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,AIDS_death,AIDS_Orph,Physrights_indx,Extrajud_kill,Pol_impris,Torture,Polrights_indx,Free_assem,Freemv_foreign,Freemv_dom,Free_speech,Free_polit,Relig_freeCIRI,Work_rightCIRI,Econ_right_F,Pol_right_F,Indep_judic,Rape_prev,Rape_report,Rape_enclave,Rape_compl,Phys_secF,Gender_equal,Pop_dens,Urban_population,Rural_population,KOF_Globalis,Trade_open,FDI,VDEM_Libdem,GDPpc,Pol_terror,Armedcon
Estonia,2016,0.4,0.0,3.66960001,2.6,1.169999957,0.7,67,9,1.5,5.428999901,20.0,2.900000095,93,99.9489011,94.80439,16.48454,23.19223986,104.4371405,79.24527905,23.79999924,12.73,97.19999695,99.59999847,1.421052632,100.0,88.75255,1.478681932,76.81975404,0.0,5.92642498,5.044463996,84.24,77.4,36.0,99.9698138,75.2707438,0.04,14.04988289,97.47,72.86,62.5,75,40.65638399,45.16129032,9.679900813,0.985188653,70,4.401768271,5.0,238,5.37103539,67.2163803,100.0,0,0,0.032803956,0,0.51,0.0,1,4,4,0,1,1,0.955528354,0,0,-1.290354161,1,1000,6.2,96.7,1.4,100,7500.0,7,2,2,1,13,2,2,2,2,2,2,1,2,2,2,2,2,0,8,4,2,30.2689211,902145,413645,83.64,151.0,7.165872984,0.85,18237.29584,1.0,0
Estonia,2018,0.36,0.5,3.66960001,2.6,2.5,0.7,67,9,1.3,5.428999901,20.0,2.9,93,99.9489011,94.80439,16.48454,23.19223986,106.6,79.24527905,23.79999924,12.73,97.19999695,99.59999847,1.421052632,100.0,88.75255,1.478681932,76.81975404,0.0,5.92642498,5.4,87.2,121.6,36.0,99.9698138,75.2707438,0.0,14.04988289,97.47,72.86,62.5,75,40.65638399,45.16129032,9.679900813,0.985188653,71,4.401768271,5.0,238,5.4,70.0,100.0,0,0,0.032803956,0,0.51,0.0,1,4,4,0,1,1,0.955528354,0,0,-1.290354161,1,1000,6.2,96.7,0.0,100,14000.0,7,2,2,1,13,2,2,2,2,2,2,1,2,2,2,2,2,0,8,2,2,30.38610536,903958,411522,83.89,145.0,5.925118068,0.837,23247.10984,1.0,0
Faeroe Islands,2016,0.96,23.0,4.320399761,24.0,17.0,2.3,60,140,12.6,6.940000057,46.0,27.6,85,82.39047231,91.20433,11.39,45.63380282,65.70881226,75.12116131,25.5,1.5,28.70000076,82.30000305,1.054263566,61.0,44.54958,-3.055097207,32.07532397,10.10000038,5.0,5.7,80.0,100.6,33.59999847,75.8920724,71.26,0.2,6.682510376,83.19,70.51,33.33333333,72,45.25,31.42857143,1.552097009,0.636596155,36,3.493208686,5.0,111,5.085097806,62.0,66.9,0,0,-0.00522131,0,0.7,0.0,1,4,2,0,1,1,0.154870983,0,1,-2.718603473,0,70300,0.0,83.5,3.0,1200,40000.0,6,2,2,1,5,0,2,1,1,0,1,1,1,2,0,2,3,0,7,3,2,34.50787815,20520,28597,42.99,101.6,1.569511201,0.143,55822.91472,3.166666667,0
Faeroe Islands,2018,0.77,0.0,5.935500145,2.6,1.169999957,0.7,76,11,1.1,6.611000061,4.8,5.2,91,98.95525252,98.36153,15.66023,22.66313933,78.3,82.79570321,15.19999981,4.857,99.5,99.19999695,0.690042076,100.0,95.0,-1.831708888,116.8194345,0.0,7.339850903,5.407653491,82.0,75.0,35.97000122,71.8284713,53.99189621,0.05,11.84075642,98.26,77.4,0.0,76,45.25,6.666666667,9.679900813,0.982915645,81,5.138307522,0.7,88,5.495763859,84.0,100.0,0,0,0.025010504,0,0.56,0.0,1,4,4,0,1,1,0.46057433,0,1,-1.290354161,0,20000,1.5,80.0,0.3,500,200.0,7,2,2,2,5,1,1,1,1,0,0,1,3,2,1,1,2,0,8,3,1,34.73996983,20659,28631,42.92,101.6,0.299507389,0.25,55822.91472,1.0,0
Fiji,2016,0.47,0.4,3.765100002,7.5,4.6,6.3,65,30,8.8,4.349999905,18.0,22.0,99,99.85276,84.73733,13.96534,25.67324955,106.9,75.81601976,15.0,2.933,94.69999695,87.0,1.847619048,100.0,71.93024,-2.924024936,1.487679508,4.2,6.3,4.1,46.5,54.3,38.1407547,84.5218107,14.03195876,0.07,6.714382648,86.86,69.36,83.33333333,67,42.85,50.0,5.951279189,0.970108177,46,3.904567143,8.5,162,5.1,50.0,100.0,0,0,0.009735802,0,0.59,0.0,1,4,4,0,1,1,0.759699091,0,1,-1.37896248,0,74900,10.3,85.0,14.3,100,1300.0,7,2,1,1,13,2,2,2,2,2,2,1,1,3,1,1,3,0,8,3,3,47.75035577,496430,402330,58.12,208.31,9.709884733,0.324,5651.318055,1.0,0
Fiji,2018,0.52,0.4,1.378399968,7.5,4.6,6.3,66,30,8.8,4.681000233,45.0,22.0,86,99.82098607,91.83842,13.52824,42.36926361,106.9,79.78883724,12.69999981,24.23,80.69999695,91.80000305,1.421052632,100.0,74.41801,-2.03087097,12.66749196,7.900000095,6.3,4.2,46.5,54.3,29.62000084,83.5203292,0.519793939,0.1,6.416333675,86.86,63.5,58.33333333,69,46.84,87.17948718,4.280833806,0.914231332,37,3.820548438,5.1,132,4.001749463,63.0,100.0,0,0,0.009735802,0,0.59,0.0,1,4,4,0,1,1,0.736751735,0,1,-1.603275039,0,4000,10.3,74.0,6.4,500,3100.0,7,1,2,1,11,1,2,2,0,1,2,1,1,2,2,2,3,0,8,3,4,48.35703339,504745,400757,58.04,224.46,8.187484609,0.312,6266.967965,1.5,0
Finland,2016,0.12,0.0,3.689699888,2.6,1.169999957,0.7,71,3,1.3,7.406000137,5.6,2.299999952,97,99.80049,99.05206,17.06943,12.34377675,100.591133,88.65814913,41.5,5.965,97.59999847,100.0,0.690042076,100.0,95.0,-2.03087097,35.86609314,0.0,9.624235153,6.21140182,92.38,123.5,26.87999916,100.0,84.25,0.03,10.16404629,98.26,84.97,6.060606061,70,1.98,20.45454545,10.47805137,0.989589661,90,5.320377733,1.6,58,6.423800664,85.77168718,100.0,0,0,0.015048555,0,0.13,0.0,1,4,4,0,1,1,0.953116121,0,0,-2.020268628,1,20000,3.5,94.7,4.5,100,7000.0,8,2,2,2,11,2,2,2,1,2,1,1,3,3,2,2,2,0,7,2,0,18.08200783,4686120,809183,87.19,70.91,2.94096856,0.802,43777.44009,1.0,0
Finland,2018,0.17,0.1,3.689699888,2.6,2.5,0.7,71,3,1.2,7.406000137,5.6,2.3,97,99.4351159,99.05206,17.06943,12.34377675,103.6,88.65814913,41.5,5.965,97.59999847,100.0,0.690042076,100.0,95.0,-2.03087097,35.86609314,0.0,9.624235153,6.1,87.7,152.3,26.87999916,100.0,84.25,0.0,10.16404629,98.26,84.97,6.060606061,70,1.98,20.45454545,10.47805137,0.989589661,85,5.320377733,1.6,58,6.5,88.0,100.0,0,0,0.015048555,0,0.13,0.0,1,4,4,0,1,1,0.953116121,0,0,-2.020268628,1,2200,3.5,94.7,1.4,100,6800.0,8,2,2,2,11,2,2,2,1,2,1,1,3,3,2,2,2,0,7,2,0,18.15685565,4702519,808784,87.66,77.85,2.204012297,0.837,50175.29982,1.0,0
France,2016,0.02,0.0,5.828999996,2.6,1.169999957,0.7,72,8,2.2,6.574999809,8.7,4.300000191,90,99.99996,98.4709,16.00167,10.18135085,96.75374495,84.77905161,26.20000076,15.49,98.69999695,100.0,0.556221361,100.0,95.0,-1.292381455,108.048267,0.0,10.55459785,5.949722827,83.75,56.9,30.60000038,100.0,83.79913333,0.03,5.185043335,85.36,69.35,30.0,67,20.00832813,29.45454545,4.86343673,0.879046626,70,3.886942956,1.0,98,5.555236944,70.60778568,100.0,0,0,0.008531061,0,0.1,0.0,1,4,4,0,1,1,0.98196241,0,0,-2.233678274,1,13500,0.0,85.4,1.3,500,3500.0,7,2,2,1,10,2,1,2,1,2,0,2,2,2,2,2,1,1,7,1,3,122.1055871,53432321,13427447,87.27,61.1,1.657104323,0.78,37038.95513,1.5,0
France,2018,0.2,0.1,5.828999996,2.6,2.5,0.7,72,8,2.4,6.574999809,8.7,3.9,90,98.69816345,98.4709,16.00167,10.18135085,97.5,84.77905161,26.20000076,15.49,98.69999695,100.0,0.556221361,100.0,95.0,-1.292381455,108.048267,0.0,10.55459785,6.1,85.6,82.4,30.60000038,100.0,83.79913333,0.0,5.185043335,85.36,69.35,30.0,67,20.00832813,29.45454545,4.86343673,0.879046626,70,3.886942956,1.0,98,5.5,73.0,100.0,0,0,0.008531061,0,0.1,0.0,1,4,4,0,1,1,0.98196241,0,0,-2.233678274,1,5200,0.0,85.4,1.4,500,2900.0,7,2,2,1,10,2,1,2,1,2,0,2,2,2,2,2,1,1,7,1,3,122.3383957,53815732,13302916,87.4,63.45,1.388840407,0.765,41469.91955,1.5,0
French Polynesia,2016,1.0,4.739999771,3.153300047,22.7,22.79999924,6.4,50,129,18.7,4.875999928,153.0,47.4,95,87.09541209,80.61808,12.6909,28.64450128,97.67963128,60.05326151,29.5,1.747,27.60000038,81.90000153,1.054263566,77.90000153,42.02726,-2.049340044,10.41371326,6.400000095,4.5,4.1,9.0,0.0,39.29000092,31.6032535,3.735277778,0.14,0.588334143,88.69,54.52,0.0,59,17.82,11.76470588,5.260436717,0.854951347,47,3.748201607,8.8,110,4.2,50.0,66.1,0,0,0.049544012,0,0.86,0.0,1,4,2,0,0,0,0.635877504,0,1,-2.269670142,0,4700,15.4,84.4,0.0,5300,100000.0,4,1,1,1,4,0,0,1,1,0,2,1,0,2,0,0,4,0,9,4,2,75.0204918,172984,107224,48.43,98.39,7.119516896,0.114,597.4710888,1.0,0
French Polynesia,2018,0.4,7.699999809,4.006599903,19.1,8.5,2.8,68,68,7.2,6.485000134,49.0,14.10000038,77,99.26009,98.05362,11.82,20.26170517,109.7183306,91.92399564,11.60000038,1.373,81.80000305,97.59999847,2.209923664,99.0,49.00905,-1.614397484,63.20170456,9.699999809,9.542251587,4.3,81.0,123.4,52.06000137,82.9299811,45.82,0.1,4.201635361,91.55,80.87,58.33333333,46,42.85,36.36363636,13.17843089,0.896044009,58,3.925032421,18.4,304,5.3,54.0,95.0,0,0,0.036822204,0,0.32,0.0,1,4,4,0,1,1,0.873850601,0,1,-2.344236351,1,3500,7.7,69.7,6.4,100,3000.0,6,2,2,1,9,1,2,1,0,2,2,1,2,2,2,3,4,0,11,4,0,75.86857923,174853,108154,50.53,90.19,3.193642065,0.65,79155.54167,1.5,0
Djibouti,2016,0.52,14.8,2.747900009,33.5,12.8,21.5,54,229,32.8,5.399000168,94.0,64.2,84,87.41462,97.11111,10.57806,35.26011561,49.1,22.50755333,33.29999924,66.92,76.69999695,91.80000305,1.333333333,46.7,39.00074,-0.512605336,23.59304334,7.7,5.8,3.46707112,13.1,11.2,37.68999863,60.8714431,0.0,0.3,0.404379785,83.76,73.01,100.0,65,12.45,44.44444444,0.235717328,0.877190655,31,4.298001497,10.3,260,3.9,72.0,91.7,0,0,0.07,1,0.8,0.0,1,3,2,0,0,0,0.556560479,0,1,-1.648854261,0,14000,12.9,66.4,3.5,500,6800.0,4,1,0,1,6,0,2,2,0,0,2,0,1,2,0,1,3,0,9,4,4,40.0824849,730572,211761,54.62,224.46,10.88849363,0.115,2818.376856,3.0,0
Djibouti,2018,0.71,14.8,4.20579958,33.5,12.8,21.5,52,229,32.8,4.331999779,140.0,64.2,96,83.93106284,97.38652,9.27439,37.06140351,50.0,89.6969697,27.70000076,0.5332,15.0,55.59999847,0.970833333,46.7,42.43333,-0.512605336,25.82532288,7.7,5.8,3.457427543,13.1,11.2,41.5,74.7660754,0.0,0.3,0.21244964,67.3,75.39,60.0,95,28.06910659,55.55555556,6.431265258,0.983462256,31,3.602270628,13.6,188,3.1,72.0,91.7,0,0,0.07,1,0.8,0.0,1,3,2,0,0,0,0.556560479,0,1,-1.648854261,0,14000,12.9,66.4,3.5,500,6500.0,4,1,0,1,6,0,2,2,0,0,2,0,1,2,0,1,3,0,9,4,4,41.36842105,743080,213905,55.27,327.66,8.578447052,0.118,3082.543099,3.0,0
Gabon,2016,0.29,7.96999979,1.68809998,17.5,5.0,3.4,54,291,23.2,3.895999908,444.0,50.79999924,61,88.50414277,92.09732056,12.49507,64.23017107,134.214619,68.55670275,14.19999981,0.0838,41.90000153,93.19999695,1.166666667,89.30000305,74.41801,-0.673559782,14.3905458,13.39999962,20.53826714,3.079895828,9.81,0.0,41.45000076,71.8284713,0.0,0.07,1.418165803,65.87,65.91,100.0,62,57.96,50.0,1.123192485,0.961718769,34,3.389185647,9.1,196,4.184283048,34.81420592,89.6,0,0,0.002814791,0,0.77,0.0,1,4,4,0,1,1,0.963364733,0,1,-2.111124274,0,400,48.8,57.9,9.4,1100,19000.0,6,2,1,1,9,2,0,2,1,1,2,1,0,2,1,4,3,1,14,3,1,7.792420538,1753279,226507,53.42,70.13,4.482505556,0.245,6979.709196,3.0,0
Gabon,2018,0.48,2.6,1.68809998,17.5,7.0,3.4,54,291,21.8,3.895999908,444.0,47.4,61,88.50414277,92.09732056,12.49507,64.23017107,81.1,68.55670275,14.19999981,0.0838,41.90000153,93.19999695,1.166666667,89.5,74.41801,-0.673559782,14.3905458,13.4,19.6,2.9,48.1,83.4,41.45000076,71.8284713,0.0,0.1,1.418165803,65.87,65.91,100.0,62,57.96,50.0,1.123192485,0.961718769,32,3.389185647,9.1,196,3.9,25.0,89.6,0,0,0.002814791,0,0.77,0.0,1,4,4,0,1,1,0.963364733,0,1,-2.111124274,0,400,40.7,57.9,22.3,1200,18000.0,6,2,1,1,9,2,0,2,1,1,2,1,0,2,1,4,3,1,14,4,1,8.224764233,1801886,223251,53.77,72.05,5.138650357,0.238,7952.525893,3.0,0
Georgia,2016,0.47,11.48999977,2.007999897,11.3,7.400000095,1.6,65,36,7.2,4.296999931,106.0,11.89999962,91,99.80049,96.47341,13.79685,46.4037123,97.91467027,73.47994437,11.30000019,2.879,86.30000305,100.0,0.653465347,100.0,54.30392,1.952527031,58.26634535,18.39999962,12.25437546,4.232859802,48.9,16.4,42.09999847,96.1928409,0.0,0.06,2.046895742,92.91,63.21,0.0,95,17.82,0.0,0.283577837,0.861185618,52,4.052733487,4.3,225,4.339111221,72.97426465,99.6,0,1,0.033859402,0,0.49,0.0,1,4,3,0,1,1,0.911023438,0,0,-1.609184953,1,6500,0.9,93.4,6.7,200,14000.0,4,1,1,0,5,0,1,2,1,1,0,0,1,2,1,1,4,2,12,3,0,65.21405578,2151132,1568168,74.83,96.83,10.23386931,0.567,4062.169888,2.0,0
Gambia,2016,0.88,45.29000092,0.744700015,24.5,5.300000191,11.5,53,706,29.9,3.895999908,174.0,68.90000153,96,69.43474,68.68975,8.76932,75.02356268,54.76839237,91.09947262,9.399999619,1.131,58.90000153,90.19999695,3.74,34.52679825,9.01643,-7.163097036,4.818009163,19.20000076,30.13380241,3.89344098,15.56,1.2,47.27999878,52.351391,0.4,0.21,0.241098419,77.07,62.42,0.0,66,12.45,0.0,13.49823416,0.981497614,28,4.14073315,10.2,56,4.146763754,49.34561788,52.5,0,0,0.021973093,0,0.79,0.0,0,4,4,0,1,1,0.674191556,0,1,-2.269670142,0,4700,11.0,97.3,7.9,1000,17000.0,3,1,0,0,8,1,2,1,1,0,2,1,1,2,0,4,3,0,12,4,1,212.3655138,1221429,817072,52.37,48.09,3.242785341,0.113,682.7180203,3.0,0
Gambia,2018,0.58,39.5,0.744700015,25.0,10.9,11.1,53,706,27.5,3.904000044,174.0,65.3,96,69.43474,68.68975,8.76932,75.02356268,61.9,91.09947262,9.399999619,1.131,58.90000153,90.19999695,3.083333333,47.2,9.01643,-7.163097036,1.292284533,19.2,9.4,4.1,18.5,21.2,47.27999878,52.351391,0.4,0.2,0.241098419,77.07,62.42,0.0,66,14.81,0.0,13.49823416,0.981497614,30,4.14073315,10.2,56,4.3,52.0,72.0,0,0,0.021973093,0,0.79,0.0,0,4,4,0,1,1,0.674191556,0,1,-2.269670142,0,4700,11.0,97.3,7.9,1000,19000.0,3,1,0,0,8,1,2,1,1,0,2,1,1,2,0,4,3,0,12,4,1,225.3065217,1272923,827645,52.54,63.36,2.195417532,0.423,716.118489,2.0,0
Palestine,2016,1.13,15.5,3.153300047,4.3,5.0,0.7,50,129,15.9,4.885000229,288.0,35.4,83,98.604636,77.2,11.94018,28.03250145,50.0,71.84873689,6.099999905,92.44,91.59999847,98.0,1.875,100.0,94.48431,3.509179281,22.96756765,4.699999809,7.2,4.1,48.9,50.5,43.90999985,90.5130024,18.17991224,0.3,1.97143352,80.16,62.33,20.0,62,19.97,62.96296296,0.56960966,0.854951347,37,4.087369334,10.3,188,4.9,60.0,98.6,1,0,0.007676685,0,0.65,0.0,1,4,2,0,0,0,0.443240911,1,1,-1.686869978,0,72000,12.9,99.1,2.7,500,5400.0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,4,2,0,10,4,3,725.4299003,3442258,1109308,34.22,74.54,1.482862218,0.12,3074.291152,3.5,0
Palestine,2018,0.53,0.1,2.443199873,7.0,20.5,5.0,62,6,7.0,6.269000053,142.0,34.6,86,99.80728398,95.18178,14.17201,12.98701299,54.8,55.37084517,26.20000076,2.845,63.40000153,96.90000153,2.086455331,100.0,54.31266,4.455996993,25.82532288,4.099999905,13.4,4.6,27.0,37.8,48.33000183,62.9403235,13.055,0.1,1.737915516,89.16,63.73,36.36363636,31,2.185535959,13.79310345,0.807273482,0.81359891,30,3.493208686,2.6,304,4.339111221,57.91382016,75.8,1,0,-0.024705409,1,0.54,0.0,1,0,3,0,1,1,0.541175821,0,1,-1.859708278,0,241000,0.2,97.2,20.9,16000,220000.0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,1,3,0,8,4,2,758.9845515,3555465,1129312,33.96,79.6,1.706894306,0.1245,3198.866644,4.0,0
Germany,2016,0.02,0.0,8.050299644,1.3,1.169999957,1.0,71,6,2.1,6.75,6.2,3.700000048,96,99.80049,97.71862,16.45695,19.42771084,93.96721094,82.65459535,36.5,21.43,99.19999695,100.0,1.21071087,100.0,95.0,-0.03872691,118.1869095,0.0,4.606500626,5.874393036,86.19,44.7,28.30999947,100.0,95.18054,0.03,8.917832375,91.55,79.21,30.0,64,65.98,33.20754717,4.120706594,0.982941581,81,4.728817911,0.8,79,5.811961311,74.60059456,100.0,0,0,0.011757793,0,0.17,0.0,1,4,4,0,1,1,0.969607916,0,0,-1.886701927,1,13500,3.0,92.8,3.5,500,2000.0,7,2,1,2,11,1,2,2,1,2,2,1,3,3,2,1,1,1,6,2,1,235.7129294,63592936,18755733,88.29,84.68,1.811520308,0.835,42098.92045,1.0,0
Germany,2018,0.2,0.1,8.050299644,1.3,2.5,1.0,71,6,2.3,6.75,6.2,3.8,96,99.54979369,97.71862,16.45695,19.42771084,94.9,82.65459535,36.5,21.43,99.19999695,100.0,1.21071087,100.0,95.0,-0.03872691,118.1869095,0.0,4.606500626,5.7,89.6,77.0,28.30999947,100.0,95.18054,0.0,8.917832375,91.55,79.21,30.0,64,65.98,33.20754717,4.120706594,0.982941581,81,4.728817911,0.8,79,5.6,69.0,100.0,0,0,0.011757793,0,0.17,0.0,1,4,4,0,1,1,0.969607916,0,0,-1.886701927,1,13500,3.0,92.8,7.3,500,1800.0,7,2,1,2,11,1,2,2,1,2,2,1,3,3,2,1,1,1,6,2,1,237.3709698,63890984,18804016,88.69,88.67,2.091434726,0.805,47615.74003,1.0,0
Gibraltar,2016,4.0,6.2,4.006599903,13.4,7.5,6.4,65,161,10.3,5.769999981,30.0,22.10000038,88,93.0989419,100.0,9.97506,22.66313933,78.3,34.80663015,20.0,92.44,95.0,91.80000305,1.94489645,78.5,42.02726,-2.106337342,30.28354068,2.5,4.5,4.9,78.4,91.6,40.29999924,82.9299811,9.440408163,0.13,6.416333675,90.14,61.81,11.11111111,62,45.25,40.0,2.865138402,0.404354553,39,4.087369334,7.3,105,4.447523909,63.28302642,99.2,0,0,0.049544012,0,0.48,0.0,0,2,4,0,1,1,0.828610436,0,0,-1.930014036,1,1000,0.5,87.56,3.5,100,3300.0,4,1,2,1,10,1,2,2,0,1,1,1,0,1,0,2,3,0,10,3,1,3373.7,34408,0,44.97,85.08,34.93985976,0.574,80989.17221,1.0,0
Gibraltar,2018,0.4,2.319999933,1.963400006,17.2,6.0,5.0,65,68,10.3,4.217999935,120.0,21.60000038,92,97.47243226,91.03867,12.34507333,42.20430108,101.1,81.24999638,31.0,24.34,87.59999847,87.0,1.421052632,100.0,95.0,3.509179281,47.04094827,1.600000024,3.656515837,4.707376809,28.0,56.0,50.72999954,84.5218107,10.0,0.04,1.599498987,78.1,60.14,58.33333333,76,35.3568599,60.0,8.141009096,0.854951347,43,3.354239642,31.0,287,4.3,63.28302642,95.6,0,0,0.004537171,0,0.41,0.0,1,4,3,0,1,1,0.667074269,0,0,-1.772688571,1,45000,0.5,92.8,2.1,1700,31000.0,4,1,1,1,6,1,1,1,0,1,2,1,1,2,0,1,2,0,10,4,2,3371.8,34571,0,50.45,146.05,117.8217817,0.107,4062.169888,2.5,0
Kiribati,2016,0.22,11.3,1.646800041,27.6,3.3,1.4,55,90,22.6,4.875999928,165.0,54.3,88,80.9139517,89.33168,9.75,66.29834254,65.70881226,73.37770315,25.5,0.7063,28.0,77.90000153,3.74,48.1,39.00074,-1.527969057,18.07498434,4.2,7.2,2.7,13.7,0.9,39.29000092,71.8284713,22.58527273,0.2,1.082269549,65.87,61.89,16.66666667,7,13.57,26.66666667,0.701751527,0.841605994,42,3.426269634,3.5,196,4.156118965,78.2421008,93.5,0,1,0.025972268,0,0.79,0.0,1,4,3,0,1,1,0.736751735,0,1,-2.001444833,1,70500,24.3,66.7,24.5,1900,22000.0,7,2,1,1,9,2,1,2,0,1,2,1,0,3,1,1,3,0,8,4,6,138.9185185,60000,54395,47.59,112.14,0.094088035,0.463,1584.807446,1.0,0
Kiribati,2018,0.52,11.3,1.937999964,22.0,3.3,2.8,60,90,22.6,4.874000072,142.0,54.3,95,82.39047231,84.73733,9.75,34.49519231,77.6,86.63967378,16.70000076,0.4587,30.29999924,94.09999847,0.977011494,48.1,42.02726,-1.161795799,24.65135291,10.10000038,9.32100296,4.455228215,13.7,0.9,36.52000046,84.5218107,0.53125,0.2,0.327569157,77.24,73.01,6.666666667,38,19.23256173,0.0,6.590979021,0.983462256,74,3.446601478,9.6,220,4.4,49.0,93.5,0,0,0.023658324,0,0.2,0.0,1,4,4,0,1,1,0.944574764,0,1,-1.32460374,1,67800,10.3,88.2,9.2,1600,43000.0,7,2,2,1,7,1,2,1,1,1,0,0,1,2,1,1,2,0,8,3,2,143.0209877,61996,54402,46.87,105.23,-0.048605649,0.113,1625.2861,1.0,0
Greece,2016,0.4,0.0,4.745700359,1.5,1.169999957,0.8,71,3,2.9,4.856999874,4.8,4.599999905,97,99.3781,99.75156,17.628,41.26213592,93.78495167,73.37770315,19.70000076,13.89,99.0,100.0,1.206654991,100.0,95.0,-5.416907013,59.08688711,0.0,24.91566086,4.323827776,63.21,36.1,34.27000046,100.0,87.33333333,0.05,7.568519115,90.38,77.12,34.93975904,64,42.89209807,40.66390041,4.039635269,0.847691314,46,2.762990227,1.7,111,4.011500947,62.51853679,100.0,0,0,0.004787258,0,0.16,0.0,1,4,3,0,1,1,0.968023113,0,0,-2.157190356,1,900,5.3,35.1,0.7,9300,56000.0,6,2,2,0,9,1,2,2,1,2,0,1,2,2,1,1,2,0,8,3,1,83.5994647,8446960,2329011,81.58,60.84,0.970716148,0.782,18116.45962,2.5,0
Greece,2018,0.79,1.4,4.745700359,1.5,2.5,0.8,71,3,2.3,4.856999874,4.8,3.8,97,99.3781,99.75156,17.628,41.26213592,95.4,73.37770315,19.70000076,13.89,99.0,100.0,1.206654991,100.0,95.0,-5.416907013,59.08688711,0.0,24.91566086,4.3,69.1,51.0,34.27000046,100.0,87.33333333,0.1,7.568519115,90.38,77.12,34.93975904,64,42.89209807,40.66390041,4.039635269,0.847691314,48,2.762990227,1.7,111,4.0,56.0,100.0,0,0,0.004787258,0,0.16,0.0,1,4,3,0,1,1,0.968023113,0,0,-2.157190356,1,900,2.0,39.84,2.7,6500,43000.0,6,2,2,0,9,1,2,2,1,2,0,1,2,2,1,1,2,0,8,1,1,83.22473235,8471034,2289387,82.43,72.52,1.056654831,0.76,20316.56833,1.5,0
Greenland,2016,0.21,11.52999973,4.006599903,2.6,14.5,4.6,69,132,10.3,7.118999958,29.0,16.89999962,83,96.0374,92.00254,16.87441,40.91858038,98.8,66.98912161,31.39999962,0.0533,82.59999847,86.69999695,1.459058245,100.0,95.0,-1.831708888,60.8394214,0.0,3.522761822,4.942351193,93.2,50.0,50.52000046,90.3442343,45.82,0.1,37.1400528,67.3,70.03,3.50877193,16,87.54,14.28571429,12.94212051,0.896044009,70,4.087369334,90.4,217,4.584166741,63.60352948,82.6,0,0,-0.042726254,1,0.55,0.0,1,4,3,0,1,1,0.538753192,0,1,-1.907892382,0,70300,7.7,39.84,2.3,100,1600.0,7,2,2,2,12,2,2,2,0,2,2,1,3,2,2,3,4,0,10,3,3,0.136888781,48503,7683,50.8,85.84,3.443032344,0.558,48181.87419,1.0,0
Greenland,2018,0.2,1.330000043,9.538999557,14.1,2.5,2.4,67,27,8.8,6.611000061,24.0,8.600000381,93,99.84585742,98.20382534,13.47211,15.84158416,54.8,75.12116131,20.0,33.73,99.09999847,100.0,1.660347551,100.0,95.0,-3.93589856,56.57921082,0.0,9.344601631,5.045010016,83.75,44.7,41.09999847,77.1184695,53.99189621,0.0,20.43383789,86.27,70.96,40.0,66,42.85,74.56140351,0.593045017,0.831059904,75,3.925032421,0.8,78,4.4,82.0,100.0,0,0,0.0,0,0.66,0.0,1,4,4,0,1,1,0.967641153,0,0,-2.01892684,1,21300,0.5,97.2,9.8,3300,75000.0,7,2,2,1,4,1,1,2,1,0,2,2,1,2,1,1,2,0,7,3,3,0.136496528,48629,7542,42.99,85.85,2.250935132,0.052,48181.87419,3.0,0
Grenada,2016,0.4,3.5,2.896800041,2.6,25.5,0.7,67,27,8.3,5.477000237,171.0,16.0,95,98.79119016,81.60256,16.48454,46.4037123,96.75374495,65.27249557,28.29999924,41.89,59.70000076,81.80000305,2.086455331,90.8,66.33673,3.509179281,58.26634535,14.5,10.76328564,4.3,55.9,32.8,63.90000153,75.7951188,0.9,0.05,4.534491539,67.3,69.35,0.0,50,22.00295678,16.17647059,6.845082272,0.970108177,52,3.602270628,28.3,422,4.297182542,51.01047986,65.6,0,0,0.007576056,0,0.6,0.0,1,4,4,0,1,1,0.870234413,0,1,-0.95177217,1,12000,1.5,90.09,1.8,2400,42000.0,7,1,1,1,11,2,2,2,0,2,0,1,2,2,2,3,4,2,17,4,1,324.2970588,38711,68606,58.9,99.11,11.51847388,0.428,9628.347487,1.0,0
