Country,Data_year,SLAVERY,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,AIDS_death,AIDS_Orph,Physrights_indx,Extrajud_kill,Pol_impris,Torture,Polrights_indx,Free_assem,Freemv_foreign,Freemv_dom,Free_speech,Free_polit,Relig_freeCIRI,Work_rightCIRI,Econ_right_F,Pol_right_F,Indep_judic,Rape_prev,Rape_report,Rape_enclave,Rape_compl,Phys_secF,Gender_equal,Pop_dens,Urban_population,Rural_population,KOF_Globalis,Trade_open,FDI,VDEM_Libdem,GDPpc,Pol_terror,Armedcon
Grenada,2018,0.41,3.5,1.937999964,9.5,25.5,6.3,65,27,8.3,6.485000134,21.0,16.0,95,99.57905,89.99475,12.25576,22.26540811,105.3,98.38491988,12.69999981,24.53,63.40000153,91.40000153,1.459058245,90.8,92.98187,2.930533913,44.33682606,5.599999905,9.812847137,5.0,55.9,32.8,52.5,75.7951188,0.95,0.1,2.354017496,72.78,62.23,0.0,50,7.94,16.17647059,2.865138402,0.404354553,52,3.925032421,12.4,202,5.078814731,72.0,66.1,0,0,0.011575233,0,0.6,0.0,1,4,4,0,1,1,0.870635881,0,0,-2.597126263,1,4300,45.8,83.7,19.0,1000,13000.0,0,1,2,1,12,2,2,2,1,2,2,1,1,2,2,4,2,0,13,3,0,327.8058824,38994,68831,55.54,109.38,10.77274558,0.728,10640.49676,1.0,0
Guam,2016,0.22,0.1,1.205900073,18.1,3.7,7.4,59,206,22.2,6.168000221,16.0,34.5,94,90.93070187,98.4,12.49507,28.95442359,102.3584556,14.90313,25.5,69.71,100.0,93.19999695,2.0,92.5,27.57677,-1.353223129,49.62922175,0.0,7.3,5.2,73.8,51.3,32.81999969,83.5203292,9.440408163,0.05,14.13581371,83.76,62.01,28.57142857,53,45.25,13.79310345,8.141009096,0.854951347,58,5.662815046,12.4,95,4.1,60.0,87.9,0,0,0.045968151,0,0.41,0.0,1,4,3,0,1,1,0.828610436,0,0,-1.881951159,1,3600,0.5,85.4,2.1,200,1800.0,6,2,2,1,10,2,2,2,0,1,2,1,1,3,2,2,4,0,9,4,4,301.7611111,154127,8769,59.17,70.73,0.781475268,0.59,35562.83791,1.0,0
Guam,2018,0.29,5.2,1.646800041,4.4,5.599999905,7.2,55,100,12.4,5.477000237,165.0,35.4,78,91.77964052,87.85464,11.56266,28.03250145,99.2,71.96262143,26.20000076,0.9392,96.40000153,91.40000153,2.103448276,90.0,95.0,-1.161795799,58.77598649,14.5,3.1,6.387624349,76.8,78.7,40.29999924,83.5203292,28.54435925,0.18,2.323344946,90.14,77.44,75.0,76,87.54,50.76923077,2.49763695,0.970108177,71,3.925032421,90.4,191,4.8,50.0,85.0,0,0,0.022466133,0,0.62,0.0,1,4,3,0,1,1,0.890102608,0,1,-1.581440911,1,70300,12.9,95.0,7.9,2400,43000.0,7,2,0,2,4,0,2,1,0,1,1,1,0,3,1,1,3,0,10,4,3,306.9777778,155523,8706,56.14,73.36,9.453809423,0.308,35712.56214,2.0,0
Guinea,2016,0.64,35.27000046,1.542699933,31.3,16.39999962,9.9,50,679,31.3,3.655999899,177.0,93.69999695,51,31.40641688,75.12078,8.70075,85.80460635,36.82623335,81.56288377,21.89999962,0.2448,20.10000038,76.80000305,1.277777778,26.20000076,5.0,-7.217699519,1.619646049,28.29999924,1.765491366,2.095327016,1.72,0.0,39.34999847,36.9135317,0.751111111,0.07,0.229423419,71.6,70.38,60.0,64,5.9,56.0,5.922141027,0.895937525,25,2.766527923,8.9,25,2.624779191,49.95302539,57.9,0,1,0.059964022,0,0.74,0.0,1,4,4,0,1,0,0.798595797,0,1,-1.32460374,0,14200,10.7,93.5,9.2,4300,75000.0,4,1,1,0,6,0,0,2,1,1,1,1,0,2,0,1,3,1,11,4,2,47.77161403,4395595,8000329,47.93,111.84,5.274539544,0.212,732.9621726,2.5,0
Guinea,2018,0.78,31.3,1.542699933,35.8,17.5,5.6,50,679,25.1,3.655999899,177.0,89.0,51,31.40641688,75.12078,8.70075,85.80460635,38.5,81.56288377,21.89999962,0.2448,20.10000038,76.80000305,1.277777778,27.6,5.0,-7.217699519,1.619646049,28.3,4.5,2.6,9.8,15.3,39.34999847,36.9135317,0.751111111,0.1,0.229423419,71.6,70.38,60.0,64,5.9,56.0,5.922141027,0.895937525,27,2.766527923,8.9,25,4.4,54.0,57.9,0,1,0.059964022,0,0.74,0.0,1,4,4,0,1,0,0.798595797,0,1,-1.32460374,0,14200,10.7,93.5,4.8,4300,81000.0,4,1,1,0,6,0,0,2,1,1,1,1,0,2,0,1,3,1,11,4,2,50.52221227,4551859,8165317,47.81,90.63,5.249390525,0.208,878.5996133,3.0,0
Guyana,2016,0.62,5.6,4.20579958,12.0,10.60000038,6.4,54,229,22.8,5.823999882,103.0,39.40000153,98,93.0989419,71.53248,10.29144,38.98500577,111.4856429,70.75306936,30.39999962,0.5332,83.69999695,98.30000305,1.117647059,79.46676636,92.98187,-0.403765913,19.04754575,18.29999924,11.20344067,3.559736679,37.35,0.0,45.50999832,75.7733322,0.0,0.43,2.357722044,82.21,70.51,50.0,3,40.08,56.0,0.567833338,0.918291959,29,3.426269634,17.0,260,3.720760367,46.69141275,87.9,0,0,0.017371386,0,0.62,0.0,0,4,4,0,1,1,0.909114607,0,1,-1.727271392,1,5300,6.1,75.7,14.4,200,1000.0,6,1,2,1,10,2,2,2,0,1,2,1,0,2,1,3,4,0,11,3,2,3.918547117,204786,568517,55.16,82.43,7.673594055,0.507,4542.622067,2.0,0
Guyana,2018,0.26,5.6,4.20579958,12.0,8.5,6.4,54,229,20.0,5.823999882,103.0,32.4,98,93.0989419,71.53248,10.29144,38.98500577,100.0,66.87402482,30.39999962,0.5332,83.69999695,98.30000305,0.977011494,86.9,92.98187,-0.403765913,19.04754575,18.3,11.8,3.6,35.7,0.2,45.50999832,75.7733322,0.0,0.4,2.357722044,82.21,70.51,0.0,3,40.08,26.08695652,0.567833338,0.918291959,38,3.426269634,17.0,260,3.6,47.0,88.7,0,0,0.017371386,0,0.62,0.0,0,4,4,0,1,1,0.909114607,0,1,-1.727271392,1,5300,6.1,75.7,14.3,200,1000.0,6,1,2,1,10,2,2,2,0,1,2,1,0,2,1,3,4,0,11,4,2,3.957348235,206428,571431,54.68,82.59,9.842858897,0.471,4979.002188,2.0,0
Haiti,2016,1.0,53.90999985,1.144000053,21.9,53.40000153,5.2,52,359,25.4,4.518000126,200.0,69.0,48,72.34671832,77.2,8.67,52.51736111,75.53890259,85.61353943,4.199999809,10.33,27.60000038,57.70000076,2.0,37.90000153,9.14997,-4.645788024,1.292284533,24.39999962,6.943852425,2.150333055,11.4,0.0,59.20999908,13.3082495,0.0,0.09,0.217962041,74.13,46.5,0.0,1,0.02,0.0,3.853095993,0.724139593,17,2.648886654,10.2,96,2.5688557,49.34561788,79.7,0,1,0.00336316,1,0.1,0.0,1,4,3,0,0,1,0.784466123,0,1,-2.039857967,0,70300,8.7,89.1,2.3,3600,82000.0,4,1,2,0,8,1,2,2,1,1,1,0,0,2,0,1,4,2,13,4,2,393.3225689,5792042,5055292,46.58,73.34,1.613789888,0.243,735.3017703,2.5,0
Honduras,2016,0.29,18.93000031,1.657800078,22.7,12.19999981,1.4,64,129,11.0,4.788000107,43.0,20.39999962,85,94.98095416,89.33168,11.10111,23.47908745,101.8612424,51.59500908,25.79999924,1.744,82.59999847,91.19999695,1.049382716,82.19999695,49.00905,-3.520095834,24.64045897,15.30000019,3.886053324,3.719312788,19.08,11.7,56.95000076,97.4323136,15.535,0.1,1.103745103,82.13,58.64,0.0,35,78.98,14.28571429,7.396416813,0.745330388,31,3.432064003,90.4,153,4.145053024,48.21651476,93.6,0,0,0.032253358,1,0.19,0.0,1,4,4,0,1,0,0.815452084,0,1,-1.710592195,0,22800,2.0,72.9,8.9,1000,33000.0,3,1,1,0,9,1,2,1,1,2,2,0,1,2,0,1,4,2,11,4,2,82.85633211,5086164,4026703,63.03,99.82,6.192374772,0.24,2342.584651,3.0,0
Hong Kong,2016,0.14,5.0,2.896800041,26.0,33.20000076,11.6,57,178,38.2,6.946000099,46.0,67.0,48,66.38354494,85.94692,7.77041,28.65168539,75.5,76.64907142,31.60000038,2.297,40.0,90.19999695,0.970833333,85.5,5.0,-1.353223129,35.14366077,27.4,7.2,5.1,80.0,74.7,42.97999954,52.351391,9.440408163,0.1,7.802145004,74.13,61.81,0.0,78,40.67,0.0,7.00469593,0.956006197,60,5.388244505,2.8,188,4.7,85.0,53.5,0,0,0.041046161,0,0.1,0.0,1,3,0,0,1,0,0.736751735,0,0,-2.665063958,1,5300,3.5,81.1,0.3,100,1000.0,7,2,2,1,3,1,2,1,0,1,1,0,1,2,1,3,4,0,11,3,5,6987.238095,7336600,0,67.79,371.73,34.93985976,0.304,43734.24999,1.0,0
Hong Kong,2018,0.14,11.18000031,3.726500034,10.0,1.2,0.4,69,68,8.4,7.118999958,24.0,15.9,87,99.64229029,98.72154,13.7537,44.49877751,98.9,62.72040086,29.5,41.89,91.5,86.90000153,5.444444444,97.19999695,95.0,-2.199523632,48.99324553,6.6,15.2,6.2,87.2,78.7,52.5,84.5218107,28.54435925,0.0,6.710301876,84.74,61.81,0.0,50,17.6,14.28571429,8.141009096,0.875170349,62,5.766091678,17.2,217,4.4,56.78580834,92.5,0,0,0.007576056,0,0.54,0.0,1,3,3,0,1,1,0.736751735,0,1,-1.881951159,1,8300,3.0,90.09,12.1,1000,3900.0,7,2,0,0,0,0,0,1,0,0,0,0,1,3,1,1,3,0,8,4,3,7096.190476,7391700,0,67.97,376.5,35.93888667,0.264,48675.61646,1.0,0
Iceland,2016,0.12,0.0,6.604899883,2.6,1.169999957,0.7,72,3,0.9,7.56099987,3.3,2.0,90,99.4351159,98.05362,18.97689,19.42771084,103.7608486,91.92399564,41.29999924,0.0971,98.80000305,100.0,0.110497238,100.0,95.0,0.384891691,71.52865079,0.0,4.374475479,5.982592921,98.16,74.7,25.70000076,100.0,51.94285714,0.05,5.896829128,79.16,87.18,0.0,59,44.67,0.0,10.6631912,0.882336643,79,4.613276837,0.3,47,5.495763859,78.12902502,100.0,0,0,0.018387587,0,0.53,0.0,1,4,4,0,1,1,0.953116121,0,1,-2.451118702,1,13000,15.0,67.8,1.5,100,7600.0,8,2,2,2,12,2,2,2,1,2,2,1,3,3,2,3,2,0,9,2,0,3.346024938,314424,21015,72.82,88.61,7.865843676,0.785,61757.94931,1.0,0
Iceland,2018,0.21,0.2,6.548399925,2.6,2.5,0.7,72,3,1.0,7.56099987,3.3,2.1,90,99.4351159,98.05362,18.97689,19.8341396,96.8,91.92399564,41.29999924,0.0971,98.80000305,100.0,0.110497238,100.0,95.0,0.384891691,71.52865079,0.0,4.374475479,5.6,98.2,106.4,25.70000076,100.0,51.94285714,0.1,5.896829128,79.16,87.18,0.0,59,44.67,0.0,10.09727647,0.882336643,77,4.613276837,0.3,47,5.8,84.0,100.0,0,0,0.012280015,0,0.53,0.0,1,4,4,0,1,1,0.923357159,0,0,-2.156292165,1,3500,10.3,59.1,1.2,100,3100.0,8,2,2,2,12,2,2,2,1,2,2,1,3,3,2,3,2,0,9,2,0,3.526922693,320032,21252,72.24,91.35,0.101509215,0.794,73368.11746,1.0,0
Iran,2016,1.62,0.079999998,1.963400006,6.8,5.0,4.0,64,25,9.5,4.68599987,22.0,15.5,99,98.03424627,98.46352,15.09423,28.36166924,90.31505251,19.2,3.099999905,67.85,90.0,96.19999695,1.94489645,100.0,95.0,-4.27965919,56.58696918,11.39999962,10.49743271,3.929050417,39.35,1.2,38.27999878,94.330583,2.774175359,0.17,7.802145004,76.87,62.01,28.57142857,58,35.3568599,27.77777778,0.201827968,0.839698284,27,3.145049375,4.1,284,3.947152859,55.38447654,98.6,0,1,0.028371895,1,0.67,3.33220451,0,2,1,0,1,0,0.443240911,0,1,-2.566796251,0,90000,2.1,59.1,9.2,2700,21000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,10,4,2,48.84944129,59308964,20968464,54.62,43.21,0.671714942,0.148,5265.906635,4.0,1
Iran,2018,1.62,0.1,1.963400006,7.1,5.5,4.8,64,25,9.6,4.68599987,22.0,15.1,99,98.03424627,98.46352,15.09423,28.36166924,93.4,19.2,3.099999905,67.85,90.0,96.19999695,1.94489645,99.4,95.0,-4.27965919,56.58696918,11.4,13.1,4.0,53.2,33.8,38.27999878,94.330583,2.774175359,0.2,7.802145004,76.87,62.01,28.57142857,58,35.3568599,27.77777778,0.201827968,0.839698284,30,3.145049375,4.1,284,3.7,74.0,98.6,0,1,0.028371895,1,0.67,3.33220451,0,2,1,0,1,0,0.443240911,0,1,-2.566796251,0,90000,2.1,59.1,9.2,2600,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,11,3,1,50.22242012,60380245,20782543,55.22,48.78,0.704735574,0.143,5627.749268,4.5,1
Iraq,2016,1.13,1.0,2.187200069,22.6,22.79999924,7.4,61,50,18.4,4.677000046,43.0,32.0,57,82.15785,98.27114,10.08247,45.63380282,66.1038961,21.85430377,26.5,73.44,85.59999847,86.59999847,1.875,100.0,95.0,-0.432212208,1.487679508,4.699999809,16.89544678,3.89344098,11.3,16.2,30.86000061,82.9299811,8.290661781,0.07,4.201635361,83.76,43.54,0.0,60,23.59160362,0.0,0.772814602,0.82056471,16,3.493208686,8.0,110,3.506125641,60.6659829,99.2,1,1,-0.012260566,1,0.37,9.533727369,1,3,2,0,0,0,0.399020593,0,1,-2.059636002,1,11700,5.6,89.1,9.8,200,1900.0,3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,1,4,2,14,4,5,84.33142147,26076771,11125801,43.39,72.02,-0.451361317,0.276,4776.726499,5.0,1
Iraq,2018,0.48,1.0,2.187200069,22.6,27.8,7.4,61,50,18.2,4.677000046,43.0,31.2,57,82.15785,98.27114,10.08247,45.63380282,69.2,21.85430377,26.5,73.44,85.59999847,86.59999847,1.875,98.8,95.0,-0.432212208,1.487679508,4.7,8.2,3.89344098,21.2,16.2,30.86000061,82.9299811,8.290661781,0.1,4.201635361,83.76,43.54,0.0,60,33.06,0.0,0.772814602,0.82056471,18,3.039393647,8.0,110,3.506125641,60.0,99.2,1,1,-0.012260566,1,0.37,9.533727369,1,3,2,0,0,0,0.399020593,0,1,-2.059636002,1,12500,5.6,34.88,2.3,500,1000.0,3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,1,4,2,14,4,5,88.53057004,26898636,11375982,44.14,79.92,-1.036355941,0.25,5834.166211,4.5,1
Ireland,2016,0.02,0.0,8.473799706,2.6,1.169999957,0.7,71,8,2.3,6.940000057,7.4,3.599999905,93,99.64229029,95.31688,18.56885,20.26170517,103.0125523,77.81065039,16.29999924,1.456,90.5,97.90000153,1.333333333,100.0,95.0,1.631313511,84.76546607,0.0,9.542251587,4.936901067,79.69,67.2,34.27999878,97.8976859,87.46558333,0.04,7.880759239,81.71,89.98,58.2278481,74,67.79,66.93548387,10.09727647,0.951886261,75,4.718019342,1.2,88,6.071829721,77.03797222,100.0,0,0,0.056385058,0,0.12,0.0,1,4,4,0,1,1,0.946348166,0,0,-0.95177217,1,1000,6.3,80.0,4.5,100,200.0,6,2,2,0,12,2,2,2,1,2,2,1,3,2,2,2,2,0,8,2,2,69.0279431,2983355,1771980,84.55,226.04,24.53311535,0.813,63197.08237,1.0,0
Ireland,2018,0.17,0.1,8.473799706,2.6,2.5,0.7,71,8,2.2,6.940000057,7.4,3.6,93,99.82321348,95.31688,18.56885,20.26170517,105.0,77.81065039,16.29999924,1.456,90.5,97.90000153,1.333333333,100.0,95.0,1.631313511,84.76546607,0.0,9.542251587,4.4,85.0,100.8,34.27999878,97.8976859,87.46558333,0.0,7.880759239,81.71,89.98,58.2278481,74,67.79,66.93548387,10.09727647,0.951886261,74,4.718019342,1.2,88,5.9,76.0,100.0,0,0,0.056385058,0,0.12,0.0,1,4,4,0,1,1,0.946348166,0,0,-0.95177217,1,1000,11.1,80.0,1.5,100,200.0,6,2,2,0,12,2,2,2,1,2,2,1,3,2,2,2,2,0,8,2,2,70.45298302,3030022,1783586,84.56,211.51,24.76676645,0.786,78582.9481,1.0,0
Israel,2016,0.14,0.0,4.448299885,2.6,1.169999957,0.7,72,5,2.1,7.277999878,5.8,4.0,94,99.54979369,96.8635,15.95261,32.66932271,99.75415363,85.17985721,26.70000076,79.72,100.0,100.0,1.138564274,100.0,95.0,-0.711999089,126.1091054,0.0,4.999623299,4.290322507,71.45,53.0,39.20000076,100.0,88.40317333,0.05,8.952413559,91.89,72.14,5.555555556,52,45.25,4.166666667,7.381373982,0.747424418,61,3.748201607,1.8,223,5.05368673,66.3003489,100.0,0,0,0.020625871,0,0.34,0.0,1,4,3,0,1,1,0.847713507,0,0,-2.31181746,1,18700,1.04,85.4,4.5,100,1000.0,2,0,0,0,4,0,0,0,1,1,1,1,1,2,2,2,4,1,11,3,5,394.9168207,7884198,661802,77.27,57.81,4.0525189,0.632,37321.62404,3.166666667,0
Israel,2018,0.39,0.4,4.448299885,2.6,2.5,0.7,72,5,2.0,7.277999878,5.8,3.6,94,99.54979369,96.8635,15.95261,32.66932271,100.8,85.17985721,26.70000076,79.72,100.0,100.0,1.138564274,100.0,95.0,-0.711999089,126.1091054,0.0,4.999623299,4.9,79.7,91.6,39.20000076,100.0,88.40317333,0.0,8.952413559,91.89,72.14,5.769230769,52,17.6,4.166666667,7.381373982,0.747424418,62,3.748201607,1.8,223,5.7,76.0,100.0,0,0,0.020625871,0,0.34,0.0,1,4,3,0,1,1,0.847713507,0,0,-2.31181746,1,20500,0.3,81.1,2.1,100,1000.0,2,0,0,0,4,0,0,0,1,1,1,1,1,2,2,2,4,1,11,3,5,410.5268022,8044682,667718,77.08,58.46,3.733521246,0.569,41719.72544,3.166666667,1
Italy,2016,0.21,0.0,5.709000111,2.6,1.169999957,0.7,73,4,2.1,5.947999954,6.0,3.5,86,99.91783,96.3555,16.04201,35.56485356,93.88379208,68.31345478,31.0,28.1,99.5,100.0,1.174713442,100.0,95.0,-3.004761623,91.85098876,0.0,12.11820412,4.109665395,61.96,61.4,36.02999878,99.9223428,91.43759552,0.04,6.702557564,87.04,67.36,19.11764706,65,68.34869454,21.07023411,1.949068679,0.914231332,44,2.201114318,0.9,106,4.053781218,59.31791455,100.0,0,0,0.005994713,0,0.11,0.0,1,4,4,0,1,1,0.94763899,0,0,-2.292397308,1,22000,0.3,39.84,2.8,1000,4000.0,6,1,2,1,12,2,2,2,1,2,2,1,3,2,1,1,3,1,9,2,4,206.1178282,42351339,18276159,82.72,55.37,1.094272199,0.804,30936.12544,2.0,0
Italy,2018,0.24,1.1,5.709000111,2.6,2.5,0.7,73,4,2.0,5.947999954,6.0,3.3,86,99.91783,96.3555,16.04201,35.56485356,95.5,68.31345478,31.0,28.1,99.5,100.0,1.174713442,100.0,95.0,-3.004761623,91.85098876,0.0,12.11820412,4.3,61.3,88.1,36.02999878,99.9223428,91.43759552,0.0,6.702557564,87.04,67.36,19.11764706,65,68.34869454,21.07023411,1.949068679,0.914231332,50,2.201114318,0.9,106,4.2,58.0,100.0,0,0,0.005994713,0,0.11,0.0,1,4,4,0,1,1,0.94763899,0,0,-2.292397308,1,900,0.2,59.1,3.1,1000,3600.0,6,1,2,1,12,2,2,2,1,2,2,1,3,2,1,1,3,1,9,2,4,205.4507479,42473185,18078231,83.37,60.41,0.781475268,0.798,34488.63885,1.5,0
Cote d'Ivoire,2016,0.59,29.02000046,3.254100084,29.6,13.30000019,7.6,46,645,37.9,3.654999971,165.0,92.59999847,63,48.30995824,76.79877,8.93732,67.18289086,60.0,91.92399564,9.199999809,1.841,22.5,81.90000153,1.144736842,55.79999924,21.80106,-2.199523632,5.881447799,26.39999962,9.502116203,4.47776634,14.6,0.0,41.5,65.8213435,0.6,0.06,0.312877715,67.82,55.41,0.0,83,22.15,11.76470588,11.09578365,0.888790661,32,4.184318164,13.6,34,4.244946264,57.68819255,65.0,0,1,0.056342059,0,0.82,0.0,1,4,4,0,0,0,0.744882364,0,0,-2.509898978,0,10900,12.2,93.8,1.1,21000,320000.0,2,0,1,0,4,0,0,1,0,0,2,1,1,2,0,0,4,2,10,4,6,74.91419497,11819761,11876158,54.27,63.75,1.569511201,0.389,1481.652231,3.0,0
Cote d'Ivoire,2018,0.59,23.0,3.254100084,29.6,15.4,7.6,46,645,36.6,3.654999971,165.0,91.8,63,48.30995824,76.79877,8.93732,67.18289086,63.9,61.09045985,9.199999809,1.841,22.5,81.90000153,1.144736842,61.9,21.80106,-2.199523632,5.881447799,26.4,2.6,4.2,26.5,43.7,41.5,65.8213435,0.6,0.1,0.312877715,67.82,55.41,0.0,83,22.15,11.76470588,11.09578365,0.888790661,36,4.184318164,13.6,34,4.1,50.0,65.0,0,1,0.056342059,0,0.82,0.0,1,4,4,0,0,0,0.744882364,0,0,-2.509898978,0,10900,12.2,93.8,1.1,16000,320000.0,2,0,1,0,4,0,0,1,0,0,2,1,1,2,0,0,4,2,12,4,7,78.83405346,12226576,12068174,55.44,59.04,1.556008305,0.432,1715.531332,3.0,0
Jamaica,2016,0.21,1.700000048,1.139000058,5.7,8.100000381,3.0,63,89,11.6,5.709000111,4.7,15.69999981,92,95.87227,92.1,12.35561,16.88089117,106.0702875,79.0598325,12.69999981,7.5,81.80000305,93.80000305,1.785714286,92.63343811,89.14409,-3.93589856,32.50030884,3.299999952,13.71552086,3.982848152,40.5,30.8,45.50999832,90.1919771,10.0,0.1,2.87265563,77.32,61.49,16.66666667,3,30.35,8.333333333,4.692183924,0.713841553,41,3.204617537,39.3,152,4.508160909,65.23140775,98.1,0,0,-0.002170029,0,0.41,0.0,1,4,4,0,1,1,0.943042815,0,0,-2.015441701,1,18700,2.0,95.0,20.9,200,3200.0,5,0,2,1,13,2,2,2,2,2,2,1,1,2,1,2,4,0,10,3,3,268.3506925,1587569,1293786,67.2,76.46,4.909333222,0.695,4843.338474,3.0,0
Jamaica,2018,0.26,0.7,1.139000058,5.7,8.4,3.0,63,89,10.9,5.709000111,4.7,15.3,92,95.87227,92.1,12.35561,16.88089117,101.0,79.0598325,12.69999981,7.5,81.80000305,93.80000305,1.785714286,97.1,89.14409,-3.93589856,32.50030884,3.3,12.4,4.2,45.0,55.2,45.50999832,90.1919771,10.0,0.1,2.87265563,77.32,61.49,16.66666667,3,30.35,8.333333333,4.692183924,0.713841553,44,3.204617537,39.3,152,4.5,62.0,99.5,0,0,-0.002170029,0,0.41,0.0,1,4,4,0,1,1,0.943042815,0,0,-2.015441701,1,18700,2.0,95.0,2.3,100,8100.0,5,0,2,1,13,2,2,2,2,2,2,1,1,2,1,2,4,0,10,3,3,270.9930748,1600590,1289709,66.97,89.03,4.684422624,0.691,5354.236859,3.0,0
Japan,2016,0.23,0.0,6.080299854,7.1,1.169999957,2.3,75,5,0.9,5.986999989,18.0,2.700000048,98,99.84585742,99.95,15.32633,30.39742213,97.00598802,69.88636321,9.5,18.89,100.0,100.0,1.189311507,100.0,95.0,-1.083812731,127.4960674,0.0,3.294842243,6.154918738,90.58,120.5,32.09999847,98.6921711,71.26,0.07,9.291833878,90.42,63.73,34.7826087,29,51.11467101,25.96899225,1.791757311,0.788184564,75,4.634031911,0.3,51,6.180590823,70.24105267,100.0,0,0,0.007676685,0,0.01,0.0,1,4,4,0,1,1,0.923357159,0,0,-2.982298488,1,3500,0.0,39.84,2.0,100,1000.0,6,2,2,0,12,2,2,2,2,2,1,1,1,2,2,0,3,0,8,2,1,348.350096,116145370,10849141,78.51,31.52,0.258082148,0.732,38794.33094,1.0,0
Japan,2018,0.03,0.5,6.080299854,7.1,2.5,2.3,75,5,0.9,5.986999989,18.0,2.7,98,98.87237876,99.95,15.32633,30.39742213,101.6,69.88636321,9.5,18.89,100.0,100.0,1.189311507,100.0,95.0,-1.083812731,127.4960674,0.0,3.294842243,6.2,93.2,131.1,32.09999847,98.6921711,71.26,0.1,9.291833878,90.42,63.73,34.7826087,29,51.11467101,25.96899225,1.791757311,0.788184564,73,4.634031911,0.3,51,6.0,74.0,100.0,0,0,0.007676685,0,0.01,0.0,1,4,4,0,1,1,0.923357159,0,0,-2.982298488,1,5200,0.0,39.84,8.0,500,3100.0,6,2,2,0,12,2,2,2,2,2,1,1,1,2,2,0,3,0,8,2,1,347.0734584,116053379,10732418,78.81,36.64,0.299507389,0.732,39289.95843,1.0,0
Kazakhstan,2016,0.47,0.039999999,1.172600031,13.1,5.0,4.1,60,12,7.0,5.855000019,99.0,14.10000038,95,99.8345124,85.63504,15.02347,26.6589057,98.18024263,78.20025294,26.20000076,18.43,97.5,92.90000153,2.567085954,100.0,91.10941,0.582230692,71.9984389,2.200000048,5.630135536,4.221835368,54.89,57.2,29.04000092,90.5130024,30.5,0.03,15.81009769,88.69,58.6,0.0,73,17.82,5.0,1.25707379,0.87128736,28,3.965060493,7.8,295,4.236434105,63.28302642,99.7,0,0,0.025972268,1,0.62,0.0,1,3,2,0,1,1,0.610922327,0,1,-2.278139127,0,18400,1.9,92.3,4.8,500,3300.0,2,1,1,0,4,0,1,1,1,0,0,1,1,2,0,2,3,0,8,3,2,6.591123088,10189588,7604467,64.34,60.31,8.016757511,0.123,7714.841844,3.0,0
Kazakhstan,2018,0.42,0.0,1.172600031,13.1,2.5,4.1,60,12,5.9,5.855000019,99.0,11.4,95,99.8345124,85.63504,15.02347,26.6589057,100.0,78.20025294,26.20000076,18.43,97.5,92.90000153,2.567085954,100.0,91.10941,0.582230692,71.9984389,2.2,4.9,3.9,74.6,74.2,29.04000092,90.5130024,30.5,0.0,15.81009769,90.1,57.02,0.0,84,17.82,5.0,1.25707379,0.87128736,31,3.965060493,7.8,295,4.0,67.0,99.7,0,0,0.025972268,1,0.62,0.0,1,3,2,0,1,1,0.610922327,0,1,-2.278139127,0,18400,1.9,92.3,12.1,500,4300.0,2,1,1,0,4,0,1,1,1,0,0,1,1,2,0,2,3,0,8,3,2,6.769825907,10342065,7695581,64.68,62.82,6.392159495,0.109,9814.786258,2.5,0
